Disease,"Disease.keyword",ExtractedDate,ExtractedDateTime,Incident,"Incident.keyword","Incident_Type","Incident_Type.keyword","Incident_type","Incident_type.keyword",Language,"Language.keyword",Location,"Location.keyword",MLPipelineVersion,"MLPipelineVersion.keyword",Number,OriginalArticle,"OriginalArticle.keyword",Score,Source,"Source.keyword",Start,TranslatedArticle,"TranslatedArticle.keyword",Url,"Url.keyword","_id","_index","_score","_type"
Filariasis,Filariasis,"Nov 9, 2022 @ 00:00:00.000","Nov 9, 2022 @ 18:35:03.000",case,case,new,new,"-","-",mr,mr,Niwari,Niwari,v1,v1,11,"Bundelkhand निवाड़ी के थौना में हाथीपांव ने पैर पसारे, यूपी के सीमावर्ती गांवों से आया संक्रमण  | Filariasis, infection, Bundelkhand, Niwari, Thauna village, 11 new patients, mosquito bites - Hindi Oneindia  . मच्छरों से फैलने वाला फाइलेरिया (हाथीपांव) का संक्रमण एक बार फिर बंुंदेलखंड में पांव पसारने लगा है। यूपी से सटे निवाड़ी जिल के सीमावर्ती गांव थौना में 11 लोगों को माइक्रो फाइलेरिया का संक्रमण पॉजिटिव निकला है। आसपास के गांवों में स्वास्थ्य विभाग रातों-रात सैंपलिंग में जुटा हुआ है।","Bundelkhand निवाड़ी के थौना में हाथीपांव ने पैर पसारे, यूपी के सीमावर्ती गांवों से आया संक्रमण  | Filariasis, infection, Bundelkhand, Niwari, Thauna village, 11 new patients, mosquito bites - Hindi Oneindia  . मच्छरों से फैलने वाला फाइलेरिया (हाथीपांव) का संक्रमण एक बार फिर बंुंदेलखंड में पांव पसारने लगा है। यूपी से सटे निवाड़ी जिल के सीमावर्ती गांव थौना में 11 लोगों को माइक्रो फाइलेरिया का संक्रमण पॉजिटिव निकला है। आसपास के गांवों में स्वास्थ्य विभाग रातों-रात सैंपलिंग में जुटा हुआ है।","0.329","cc_news","cc_news",60,"Filariasis, Infection, Bundelkhand, Niwari, Thauna village, 11 new patients, mosquito bites The filariasis spread by mosquitoes is once again spreading to Bundelkhand. 11 people have tested positive for micro filariasis in Thouna village bordering U.P. to Sate Niwari district. In nearby villages, the health department is working round the clock on sampling.","Filariasis, Infection, Bundelkhand, Niwari, Thauna village, 11 new patients, mosquito bites The filariasis spread by mosquitoes is once again spreading to Bundelkhand. 11 people have tested positive for micro filariasis in Thouna village bordering U.P. to Sate Niwari district. In nearby villages, the health department is working round the clock on sampling.","https://hindi.oneindia.com/amphtml/news/madhya-pradesh/filariasis-infection-bundelkhand-niwari-thauna-village-11-new-patients-mosquito-bites-725720.html","https://hindi.oneindia.com/amphtml/news/madhya-pradesh/filariasis-infection-bundelkhand-niwari-thauna-village-11-new-patients-mosquito-bites-725720.html",D8OoXIQBjuOAFaZ288TK,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Nov 9, 2022 @ 00:00:00.000","Nov 9, 2022 @ 18:35:03.000",case,case,new,new,"-","-",mr,mr,Niwari,Niwari,v1,v1,11,"Bundelkhand निवाड़ी के थौना में हाथीपांव ने पैर पसारे, यूपी के सीमावर्ती गांवों से आया संक्रमण | Filariasis, infection, Bundelkhand, Niwari, Thauna village, 11 new patients, mosquito bites - Hindi Oneindia  . मच्छरों से फैलने वाला फाइलेरिया (हाथीपांव) का संक्रमण एक बार फिर बंुंदेलखंड में पांव पसारने लगा है। यूपी से सटे निवाड़ी जिल के सीमावर्ती गांव थौना में 11 लोगों को माइक्रो फाइलेरिया का संक्रमण पॉजिटिव निकला है। आसपास के गांवों में स्वास्थ्य विभाग रातों-रात सैंपलिंग में जुटा हुआ है।","Bundelkhand निवाड़ी के थौना में हाथीपांव ने पैर पसारे, यूपी के सीमावर्ती गांवों से आया संक्रमण | Filariasis, infection, Bundelkhand, Niwari, Thauna village, 11 new patients, mosquito bites - Hindi Oneindia  . मच्छरों से फैलने वाला फाइलेरिया (हाथीपांव) का संक्रमण एक बार फिर बंुंदेलखंड में पांव पसारने लगा है। यूपी से सटे निवाड़ी जिल के सीमावर्ती गांव थौना में 11 लोगों को माइक्रो फाइलेरिया का संक्रमण पॉजिटिव निकला है। आसपास के गांवों में स्वास्थ्य विभाग रातों-रात सैंपलिंग में जुटा हुआ है।","0.329","cc_news","cc_news",60,"Filariasis, Infection, Bundelkhand, Niwari, Thauna village, 11 new patients, mosquito bites The filariasis spread by mosquitoes is once again spreading to Bundelkhand. 11 people have tested positive for micro filariasis in Thouna village bordering U.P. to Sate Niwari district. In nearby villages, the health department is working round the clock on sampling.","Filariasis, Infection, Bundelkhand, Niwari, Thauna village, 11 new patients, mosquito bites The filariasis spread by mosquitoes is once again spreading to Bundelkhand. 11 people have tested positive for micro filariasis in Thouna village bordering U.P. to Sate Niwari district. In nearby villages, the health department is working round the clock on sampling.","https://hindi.oneindia.com/news/madhya-pradesh/filariasis-infection-bundelkhand-niwari-thauna-village-11-new-patients-mosquito-bites-725720.html","https://hindi.oneindia.com/news/madhya-pradesh/filariasis-infection-bundelkhand-niwari-thauna-village-11-new-patients-mosquito-bites-725720.html",EMOoXIQBjuOAFaZ288TR,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 31, 2022 @ 00:00:00.000","Oct 31, 2022 @ 20:39:22.000",case,case,new,new,"-","-",hi,hi,UNKNOWN,UNKNOWN,v1,v1,2,"जिले में फाइलेरिया के अब तक 27 सौ सैंपल लिए, जांच एक की भी नहीं, दो नए मरीज मिले | So far 27 hundred samples of filariasis have been taken in the district, not even one has been investigated, two new patients have been found. - Dainik Bhaskar . सैंपल की स्लाइड बनाकर रखीं, लैब टेक्नीशियन के अभाव में प्रभावित हो रही जांच | dainikbhaskar","जिले में फाइलेरिया के अब तक 27 सौ सैंपल लिए, जांच एक की भी नहीं, दो नए मरीज मिले | So far 27 hundred samples of filariasis have been taken in the district, not even one has been investigated, two new patients have been found. - Dainik Bhaskar . सैंपल की स्लाइड बनाकर रखीं, लैब टेक्नीशियन के अभाव में प्रभावित हो रही जांच | dainikbhaskar","0.503",galerts,galerts,110,"So far, 27 hundred samples of filariasis have been taken in the district, not even one has been investigated, two new patients have been found. Dainik Bhaskar. Keep the slide of samples intact, testing being hampered due to lack of lab technician | dainikbhaskar","So far, 27 hundred samples of filariasis have been taken in the district, not even one has been investigated, two new patients have been found. Dainik Bhaskar. Keep the slide of samples intact, testing being hampered due to lack of lab technician | dainikbhaskar","https://www.bhaskar.com/local/mp/tikamgarh/news/so-far-27-hundred-samples-of-filariasis-have-been-taken-in-the-district-not-even-one-has-been-investigated-two-new-patients-have-been-found-130499182.html","https://www.bhaskar.com/local/mp/tikamgarh/news/so-far-27-hundred-samples-of-filariasis-have-been-taken-in-the-district-not-even-one-has-been-investigated-two-new-patients-have-been-found-130499182.html",A8O9LoQBjuOAFaZ2X5WT,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 29, 2022 @ 00:00:00.000","Oct 29, 2022 @ 11:54:15.000",case,case,"-","-",total,total,hi,hi,Mirzapur,Mirzapur,v1,v1,157,"सावधान! मिर्जापुर में 'हाथी पांव' बीमारी की दस्तक, कहीं आपका एरिया भी तो नहीं है प्रभावित - filariasis disease case cross 150 marks in mirzapur read full story nodark – News18 हिंदी . Filariasis in Mirzapur: मिर्जापुर में फाइलेरिया बीमारी ने भी अब दस्तक दे दी है. शहर के अलावा ग्रामीण इलाकों में यह बीमारी तेजी से बढ़ रही है. अभी तक फाइलेरिया के 157 मामले विभाग में दर्ज हुए हैं. ","सावधान! मिर्जापुर में 'हाथी पांव' बीमारी की दस्तक, कहीं आपका एरिया भी तो नहीं है प्रभावित - filariasis disease case cross 150 marks in mirzapur read full story nodark – News18 हिंदी . Filariasis in Mirzapur: मिर्जापुर में फाइलेरिया बीमारी ने भी अब दस्तक दे दी है. शहर के अलावा ग्रामीण इलाकों में यह बीमारी तेजी से बढ़ रही है. अभी तक फाइलेरिया के 157 मामले विभाग में दर्ज हुए हैं. ","0.889","galerts ","galerts ","-1","Watch out! Filariasis case crosses 150 marks in Mirzapur read full story nodark-News18 Filariasis in Mirzapur The disease is spreading fast in urban as well as rural areas. So far, 157 cases of Filariasis have been reported in the Department.","Watch out! Filariasis case crosses 150 marks in Mirzapur read full story nodark-News18 Filariasis in Mirzapur The disease is spreading fast in urban as well as rural areas. So far, 157 cases of Filariasis have been reported in the Department.","https://hindi.news18.com/news/uttar-pradesh/mirzapur-filariasis-disease-case-cross-150-marks-in-mirzapur-read-full-story-nodark-4804061.html","https://hindi.news18.com/news/uttar-pradesh/mirzapur-filariasis-disease-case-cross-150-marks-in-mirzapur-read-full-story-nodark-4804061.html",n8IWLoQBjuOAFaZ2M0e8,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 28, 2022 @ 00:00:00.000","Oct 28, 2022 @ 18:07:46.000",case,case,"-","-",total,total,hi,hi,Mirzapur,Mirzapur,v1,v1,157,"सावधान! मिर्जापुर में 'हाथी पांव' बीमारी की दस्तक, कहीं आपका एरिया भी तो नहीं है प्रभावित - filariasis disease case cross 150 marks in mirzapur read full story nodark – News18 हिंदी . Filariasis in Mirzapur: मिर्जापुर में फाइलेरिया बीमारी ने भी अब दस्तक दे दी है. शहर के अलावा ग्रामीण इलाकों में यह बीमारी तेजी से बढ़ रही है. अभी तक फाइलेरिया के 157 मामले विभाग में दर्ज हुए हैं. ","सावधान! मिर्जापुर में 'हाथी पांव' बीमारी की दस्तक, कहीं आपका एरिया भी तो नहीं है प्रभावित - filariasis disease case cross 150 marks in mirzapur read full story nodark – News18 हिंदी . Filariasis in Mirzapur: मिर्जापुर में फाइलेरिया बीमारी ने भी अब दस्तक दे दी है. शहर के अलावा ग्रामीण इलाकों में यह बीमारी तेजी से बढ़ रही है. अभी तक फाइलेरिया के 157 मामले विभाग में दर्ज हुए हैं. ","0.889","galerts ","galerts ","-1","Watch out! Filariasis case crosses 150 marks in Mirzapur read full story nodark-News18 Filariasis in Mirzapur The disease is spreading fast in urban as well as rural areas. So far, 157 cases of Filariasis have been reported in the Department.","Watch out! Filariasis case crosses 150 marks in Mirzapur read full story nodark-News18 Filariasis in Mirzapur The disease is spreading fast in urban as well as rural areas. So far, 157 cases of Filariasis have been reported in the Department.","https://hindi.news18.com/news/uttar-pradesh/mirzapur-filariasis-disease-case-cross-150-marks-in-mirzapur-read-full-story-nodark-4804061.html","https://hindi.news18.com/news/uttar-pradesh/mirzapur-filariasis-disease-case-cross-150-marks-in-mirzapur-read-full-story-nodark-4804061.html",CsIWLoQBjuOAFaZ2L0e8,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 28, 2022 @ 00:00:00.000","Oct 28, 2022 @ 17:35:03.000",case,case,"-","-",total,total,hi,hi,Mirzapur,Mirzapur,v1,v1,157,"सावधान! मिर्जापुर में 'हाथी पांव' बीमारी की दस्तक, कहीं आपका एरिया भी तो नहीं है प्रभावित - filariasis disease case cross 150 marks in mirzapur read full story nodark – News18 हिंदी | Filariasis in Mirzapur: मिर्जापुर में फाइलेरिया बीमारी ने भी अब दस्तक दे दी है. शहर के अलावा ग्रामीण इलाकों में यह बीमारी तेजी से बढ़ रही है. अभी तक फाइलेरिया के 157 मामले विभाग में दर्ज हुए हैं. ","सावधान! मिर्जापुर में 'हाथी पांव' बीमारी की दस्तक, कहीं आपका एरिया भी तो नहीं है प्रभावित - filariasis disease case cross 150 marks in mirzapur read full story nodark – News18 हिंदी | Filariasis in Mirzapur: मिर्जापुर में फाइलेरिया बीमारी ने भी अब दस्तक दे दी है. शहर के अलावा ग्रामीण इलाकों में यह बीमारी तेजी से बढ़ रही है. अभी तक फाइलेरिया के 157 मामले विभाग में दर्ज हुए हैं. ","0.88","cc_news ","cc_news ","-1","Watch out! Filariasis case crosses 150 marks in Mirzapur read full story nodark-News18 The disease is spreading fast in urban as well as rural areas. So far, 157 cases of Filariasis have been reported in the Department.","Watch out! Filariasis case crosses 150 marks in Mirzapur read full story nodark-News18 The disease is spreading fast in urban as well as rural areas. So far, 157 cases of Filariasis have been reported in the Department.","https://hindi.news18.com/amp/news/uttar-pradesh/mirzapur-filariasis-disease-case-cross-150-marks-in-mirzapur-read-full-story-nodark-4804061.html","https://hindi.news18.com/amp/news/uttar-pradesh/mirzapur-filariasis-disease-case-cross-150-marks-in-mirzapur-read-full-story-nodark-4804061.html","L8IWLoQBjuOAFaZ2MEe-","raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 28, 2022 @ 00:00:00.000","Oct 28, 2022 @ 16:35:03.000",case,case,"-","-",total,total,hi,hi,Mirzapur,Mirzapur,v1,v1,157,"सावधान! मिर्जापुर में 'हाथी पांव' बीमारी की दस्तक, कहीं आपका एरिया भी तो नहीं है प्रभावित - filariasis disease case cross 150 marks in mirzapur read full story nodark – News18 हिंदी | Filariasis in Mirzapur: मिर्जापुर में फाइलेरिया बीमारी ने भी अब दस्तक दे दी है. शहर के अलावा ग्रामीण इलाकों में यह बीमारी तेजी से बढ़ रही है. अभी तक फाइलेरिया के 157 मामले विभाग में दर्ज हुए हैं. ","सावधान! मिर्जापुर में 'हाथी पांव' बीमारी की दस्तक, कहीं आपका एरिया भी तो नहीं है प्रभावित - filariasis disease case cross 150 marks in mirzapur read full story nodark – News18 हिंदी | Filariasis in Mirzapur: मिर्जापुर में फाइलेरिया बीमारी ने भी अब दस्तक दे दी है. शहर के अलावा ग्रामीण इलाकों में यह बीमारी तेजी से बढ़ रही है. अभी तक फाइलेरिया के 157 मामले विभाग में दर्ज हुए हैं. ","0.88","cc_news ","cc_news ","-1","Watch out! Filariasis case crosses 150 marks in Mirzapur read full story nodark-News18 The disease is spreading fast in urban as well as rural areas. So far, 157 cases of Filariasis have been reported in the Department.","Watch out! Filariasis case crosses 150 marks in Mirzapur read full story nodark-News18 The disease is spreading fast in urban as well as rural areas. So far, 157 cases of Filariasis have been reported in the Department.","https://hindi.news18.com/news/uttar-pradesh/mirzapur-filariasis-disease-case-cross-150-marks-in-mirzapur-read-full-story-nodark-4804061.html","https://hindi.news18.com/news/uttar-pradesh/mirzapur-filariasis-disease-case-cross-150-marks-in-mirzapur-read-full-story-nodark-4804061.html","_sIWLoQBjuOAFaZ2L0Zr","raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 18, 2022 @ 00:00:00.000","Oct 18, 2022 @ 10:03:59.000",case,case,"-","-",new,new,hi,hi,Tikamgarh,Tikamgarh,v1,v1,82,"Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","0.622","galerts ","galerts ","-1","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","wcIVLoQBjuOAFaZ2_T_V","raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 18, 2022 @ 00:00:00.000","Oct 18, 2022 @ 10:03:59.000",case,case,"-","-",new,new,hi,hi,Niwari,Niwari,v1,v1,62,"Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","0.484","galerts ","galerts ","-1","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","wsIVLoQBjuOAFaZ2_T_b","raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 18, 2022 @ 00:00:00.000","Oct 18, 2022 @ 07:00:51.000",case,case,"-","-",new,new,hi,hi,Tikamgarh,Tikamgarh,v1,v1,82,"Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","0.622","galerts ","galerts ","-1","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","n8IVLoQBjuOAFaZ2_D_d","raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 18, 2022 @ 00:00:00.000","Oct 18, 2022 @ 07:00:51.000",case,case,"-","-",new,new,hi,hi,Niwari,Niwari,v1,v1,62,"Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","0.484","galerts ","galerts ","-1","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","oMIVLoQBjuOAFaZ2_D_l","raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 18, 2022 @ 00:00:00.000","Oct 18, 2022 @ 03:26:30.000",case,case,"-","-",new,new,hi,hi,Tikamgarh,Tikamgarh,v1,v1,82,"Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","0.622","galerts ","galerts ","-1","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","ccIVLoQBjuOAFaZ2-z-Y","raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 18, 2022 @ 00:00:00.000","Oct 18, 2022 @ 03:26:30.000",case,case,"-","-",new,new,hi,hi,Niwari,Niwari,v1,v1,62,"Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News . जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","0.484","galerts ","galerts ","-1","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","csIVLoQBjuOAFaZ2-z-f","raw_event_data_index","-","-"
Filariasis,Filariasis,"Oct 17, 2022 @ 00:00:00.000","Oct 17, 2022 @ 22:35:11.000",case,case,"-","-",new,new,hi,hi,Tikamgarh,Tikamgarh,v1,v1,82,"Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News | जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","Treatment is in only two places in India | फाइलेरिया का सर्वे हुआ शुरु, टीकमगढ़ और निवाड़ी में 8२ हाथीपांव के मामले | Patrika News | जिले में फाइलेरिया के मरीजों की बढ़ोत्तरी दिखाई देने लगी है। आमजनों की लावरवाही से दोनों जिलों में 6२ मामले दर्ज हो गए है। जिसमें बुर्जुगों के साथ बच्चें भी शामिल है। उनका उपचार समय पर दवाओं का सेवन करना और कसरत है। | Tikamgarh News | undefined News | Patrika News ","0.622","cc_news ","cc_news ","-1","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","82 cases of Filariasis reported in Tikamgarh and Niwari districts 62 cases have been registered in both the districts due to the laziness of the common man. These include infants and elderly too. Their treatment includes medication and exercise on time. | Tikamgarh News | Unconfirmed News","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","https://www.patrika.com/tikamgarh-news/treatment-is-in-only-two-places-in-india-7825642/","W8IVLoQBjuOAFaZ2-j_7","raw_event_data_index","-","-"
