Disease,"Disease.keyword",ExtractedDate,ExtractedDateTime,Incident,"Incident.keyword","Incident_Type","Incident_Type.keyword","Incident_type","Incident_type.keyword",Language,"Language.keyword",Location,"Location.keyword",MLPipelineVersion,"MLPipelineVersion.keyword",Number,OriginalArticle,"OriginalArticle.keyword",Score,Source,"Source.keyword",Start,TranslatedArticle,"TranslatedArticle.keyword",Url,"Url.keyword","_id","_index","_score","_type"
"काला अजार","काला अजार","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 15:13:47.000",case,case,"-","-",total,total,hi,hi,"पश्चिम बंगाल","पश्चिम बंगाल",v1,v1,65,"know all about kala azar black fever causes leishmaniasis in hindi | मानसून के आते ही बढ़ा 'काला अजार' का आतंक, लक्षण से लेकर बचाव तक जानिए सभी अहम जानकारियां | Hari Bhoomi . बंगाल (Bengal) के ग्यारह जिलों में पिछले कुछ हफ्तों में काला बुखार (Black Fever) या काला अजार (Kala Azar) के कम से कम 65 मामले सामने आए हैं। यह बेहद ही खतरनाक तरह का बुखार होता है। ","know all about kala azar black fever causes leishmaniasis in hindi | मानसून के आते ही बढ़ा 'काला अजार' का आतंक, लक्षण से लेकर बचाव तक जानिए सभी अहम जानकारियां | Hari Bhoomi . बंगाल (Bengal) के ग्यारह जिलों में पिछले कुछ हफ्तों में काला बुखार (Black Fever) या काला अजार (Kala Azar) के कम से कम 65 मामले सामने आए हैं। यह बेहद ही खतरनाक तरह का बुखार होता है। ","0.928","galerts ","galerts ","-1","At least 65 cases of Black Fever or Kala Azar have been reported in 11 districts of West Bengal in the last few weeks. It is a very dangerous disease.","At least 65 cases of Black Fever or Kala Azar have been reported in 11 districts of West Bengal in the last few weeks. It is a very dangerous disease.","https://www.haribhoomi.com/lifestyle/know-all-about-kala-azar-black-fever-causes-leishmaniasis-in-hindi-433055","https://www.haribhoomi.com/lifestyle/know-all-about-kala-azar-black-fever-causes-leishmaniasis-in-hindi-433055",CsETLoQBjuOAFaZ2SN9q,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 14:35:03.000",case,case,"-","-",total,total,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"Several Bengal Districts Report Cases Of Black Fever Or Kala Azar: Official - Boldsky.com . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.  ","Several Bengal Districts Report Cases Of Black Fever Or Kala Azar: Official - Boldsky.com . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.  ","0.765","cc_news ","cc_news ","-1","Several Bengal Districts Report Cases Of Black Fever Or Kala Azar: Official - Boldsky.com . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance. ","Several Bengal Districts Report Cases Of Black Fever Or Kala Azar: Official - Boldsky.com . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance. ","https://www.boldsky.com/health/wellness/several-bengal-districts-report-cases-of-black-fever-or-kala-azar-official-141580.html","https://www.boldsky.com/health/wellness/several-bengal-districts-report-cases-of-black-fever-or-kala-azar-official-141580.html",xMAJLoQBjuOAFaZ2eXWD,"raw_event_data_index","-","-"
"black fever","black fever","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 12:35:03.000",case,case,"-","-",total,total,en,en,"West Bengal","West Bengal",v1,v1,65,"West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern ","West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern ","0.754","cc_news ","cc_news ","-1","West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern","West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern","https://www.hindustantimes.com/cities/kolkata-news/west-bengal-65-black-fever-cases-reported-from-11-districts-101658034977563-amp.html","https://www.hindustantimes.com/cities/kolkata-news/west-bengal-65-black-fever-cases-reported-from-11-districts-101658034977563-amp.html",JsAJLoQBjuOAFaZ2fHYS,"raw_event_data_index","-","-"
"black fever","black fever","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 12:35:03.000",case,case,"-","-",total,total,en,en,"West Bengal","West Bengal",v1,v1,65,"West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern ","West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern ","0.754","cc_news ","cc_news ","-1","West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern","West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern","https://www.hindustantimes.com/cities/kolkata-news/west-bengal-65-black-fever-cases-reported-from-11-districts-101658034977563.html","https://www.hindustantimes.com/cities/kolkata-news/west-bengal-65-black-fever-cases-reported-from-11-districts-101658034977563.html",J8AJLoQBjuOAFaZ2fHYa,"raw_event_data_index","-","-"
"black fever","black fever","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 12:25:15.000",case,case,"-","-",total,total,en,en,"West Bengal","West Bengal",v1,v1,65,"West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern ","West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern ","0.754","galerts ","galerts ","-1","West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern","West Bengal: 65 black fever cases reported from 11 districts | Kolkata - Hindustan Times . The West Bengal health department said that the state is within the target limit of eliminating the black fever disease and there is no cause for concern","https://www.hindustantimes.com/cities/kolkata-news/west-bengal-65-black-fever-cases-reported-from-11-districts-101658034977563.html","https://www.hindustantimes.com/cities/kolkata-news/west-bengal-65-black-fever-cases-reported-from-11-districts-101658034977563.html",psAJLoQBjuOAFaZ2eHWy,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 12:25:15.000",case,case,"-","-",total,total,en,en,"West Bengal","West Bengal",v1,v1,65,"West Bengal: At least 65 cases of 'Kala-azar' reported in 11 districts - Oneindia . At least 65 cases of Black fever, commonly known as Kala-azar have been reported in 11 districts of West Bengal in the last couple of weeks. The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong. ","West Bengal: At least 65 cases of 'Kala-azar' reported in 11 districts - Oneindia . At least 65 cases of Black fever, commonly known as Kala-azar have been reported in 11 districts of West Bengal in the last couple of weeks. The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong. ","0.476","galerts ","galerts ","-1","West Bengal: At least 65 cases of 'Kala-azar' reported in 11 districts - Oneindia . At least 65 cases of Black fever, commonly known as Kala-azar have been reported in 11 districts of West Bengal in the last couple of weeks. The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong.","West Bengal: At least 65 cases of 'Kala-azar' reported in 11 districts - Oneindia . At least 65 cases of Black fever, commonly known as Kala-azar have been reported in 11 districts of West Bengal in the last couple of weeks. The districts where maximum number of cases was registered include Darjeeling, Malda, Uttar Dinajpur, Dakshin Dinajpur and Kalimpong.","https://www.oneindia.com/videos/west-bengal-at-least-65-cases-of-kalaazar-reported-in-11-districts-3312580.html","https://www.oneindia.com/videos/west-bengal-at-least-65-cases-of-kalaazar-reported-in-11-districts-3312580.html",p8AJLoQBjuOAFaZ2eHW5,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 12:25:15.000",case,case,"-","-",total,total,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"Several Bengal Districts Report Cases Of Black Fever Or Kala Azar: Official - Boldsky.com . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.  ","Several Bengal Districts Report Cases Of Black Fever Or Kala Azar: Official - Boldsky.com . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.  ","0.765","galerts ","galerts ","-1","Several Bengal Districts Report Cases Of Black Fever Or Kala Azar: Official - Boldsky.com . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance. ","Several Bengal Districts Report Cases Of Black Fever Or Kala Azar: Official - Boldsky.com . Eleven districts of Bengal have reported at least 65 cases of black fever or kala-azar in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance. ","https://www.boldsky.com/health/wellness/several-bengal-districts-report-cases-of-black-fever-or-kala-azar-official-141580.html","https://www.boldsky.com/health/wellness/several-bengal-districts-report-cases-of-black-fever-or-kala-azar-official-141580.html",pMAJLoQBjuOAFaZ2eHWl,"raw_event_data_index","-","-"
"black fever","black fever","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 12:25:15.000",death,death,"-","-",new,new,en,en,Jharkhand,Jharkhand,v1,v1,1,"Black Fever: What is Black Fever cases reported in West Bengal know everything from symptoms to prevention - FINAX NEWS . West Bengal (West Bengal65 cases of black fever were reported in 11 districts. West Bengal black fever (Black fever) have been completely eradicated, but cases of re-emergence are worrying. In the same year, there was one death from black fever in Jharkhand. This was the first case in the last 8 years. Black Fever Ko […] ","Black Fever: What is Black Fever cases reported in West Bengal know everything from symptoms to prevention - FINAX NEWS . West Bengal (West Bengal65 cases of black fever were reported in 11 districts. West Bengal black fever (Black fever) have been completely eradicated, but cases of re-emergence are worrying. In the same year, there was one death from black fever in Jharkhand. This was the first case in the last 8 years. Black Fever Ko […] ","0.334","galerts ","galerts ","-1","Black Fever: What is Black Fever cases reported in West Bengal know everything from symptoms to prevention - FINAX NEWS . West Bengal (West Bengal65 cases of black fever were reported in 11 districts. West Bengal black fever (Black fever) have been completely eradicated, but cases of re-emergence are worrying. In the same year, there was one death from black fever in Jharkhand. This was the first case in the last 8 years. Black Fever Ko […]","Black Fever: What is Black Fever cases reported in West Bengal know everything from symptoms to prevention - FINAX NEWS . West Bengal (West Bengal65 cases of black fever were reported in 11 districts. West Bengal black fever (Black fever) have been completely eradicated, but cases of re-emergence are worrying. In the same year, there was one death from black fever in Jharkhand. This was the first case in the last 8 years. Black Fever Ko […]","https://hindi.finax.in/black-fever-what-is-black-fever-cases-reported-in-west-bengal-know-everything-from-symptoms-to-prevention/","https://hindi.finax.in/black-fever-what-is-black-fever-cases-reported-in-west-bengal-know-everything-from-symptoms-to-prevention/",qsAJLoQBjuOAFaZ2eHXP,"raw_event_data_index","-","-"
"black fever","black fever","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 12:25:15.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"Black Fever: What is Black Fever cases reported in West Bengal know everything from symptoms to prevention - FINAX NEWS . West Bengal (West Bengal65 cases of black fever were reported in 11 districts. West Bengal black fever (Black fever) have been completely eradicated, but cases of re-emergence are worrying. In the same year, there was one death from black fever in Jharkhand. This was the first case in the last 8 years. Black Fever Ko […] ","Black Fever: What is Black Fever cases reported in West Bengal know everything from symptoms to prevention - FINAX NEWS . West Bengal (West Bengal65 cases of black fever were reported in 11 districts. West Bengal black fever (Black fever) have been completely eradicated, but cases of re-emergence are worrying. In the same year, there was one death from black fever in Jharkhand. This was the first case in the last 8 years. Black Fever Ko […] ","0.578","galerts ","galerts ","-1","Black Fever: What is Black Fever cases reported in West Bengal know everything from symptoms to prevention - FINAX NEWS . West Bengal (West Bengal65 cases of black fever were reported in 11 districts. West Bengal black fever (Black fever) have been completely eradicated, but cases of re-emergence are worrying. In the same year, there was one death from black fever in Jharkhand. This was the first case in the last 8 years. Black Fever Ko […]","Black Fever: What is Black Fever cases reported in West Bengal know everything from symptoms to prevention - FINAX NEWS . West Bengal (West Bengal65 cases of black fever were reported in 11 districts. West Bengal black fever (Black fever) have been completely eradicated, but cases of re-emergence are worrying. In the same year, there was one death from black fever in Jharkhand. This was the first case in the last 8 years. Black Fever Ko […]","https://hindi.finax.in/black-fever-what-is-black-fever-cases-reported-in-west-bengal-know-everything-from-symptoms-to-prevention/","https://hindi.finax.in/black-fever-what-is-black-fever-cases-reported-in-west-bengal-know-everything-from-symptoms-to-prevention/",qcAJLoQBjuOAFaZ2eHXH,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 09:52:41.000",case,case,"-","-",new,new,en,en,"West Bengal","West Bengal",v1,v1,65,"‘Kala-Azar’: West Bengal records 65 cases of black fever across 11 districts - The Theorist . Kala-Azar was considered to have been eradicated from West Bengal, but the recent cases point at a different story. ","‘Kala-Azar’: West Bengal records 65 cases of black fever across 11 districts - The Theorist . Kala-Azar was considered to have been eradicated from West Bengal, but the recent cases point at a different story. ","0.849","galerts ","galerts ","-1","‘Kala-Azar’: West Bengal records 65 cases of black fever across 11 districts - The Theorist . Kala-Azar was considered to have been eradicated from West Bengal, but the recent cases point at a different story.","‘Kala-Azar’: West Bengal records 65 cases of black fever across 11 districts - The Theorist . Kala-Azar was considered to have been eradicated from West Bengal, but the recent cases point at a different story.","https://thetheorist.in/kala-azar-west-bengal-records-65-cases-of-black-fever-across-11-districts/","https://thetheorist.in/kala-azar-west-bengal-records-65-cases-of-black-fever-across-11-districts/",eMAJLoQBjuOAFaZ2d3V9,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 09:52:41.000",case,case,"-","-",new,new,bn,bn,"West Bengal","West Bengal",v1,v1,65,"করোনা কালের মধ্যেই রাজ্যে কালাজ্বরের আতঙ্ক ! বাংলার ১১ জেলায় আক্রান্তের সংখ্যা ৬৫। -  Newsbazar24 . Newsbazar24: গোটা বিশ্ব যখন করোনা অতিমারীর মারণ ব্যাধিতে সমৃদ্ব, এর মধ্যেই রাজ্য জুড়ে আবারও আতঙ্ক বাড়াচ্ছে কালাজ্বর। গত কয়েক সপ্তাহে পশ্চিমবঙ্গে ১১টি জেলায় ৬৫ জন এই কালাজ্বরে আক্রান্ত হয়েছেন বলে খবর পাওয়া গেছে।কালাজ্বরের সংক্রমণ রুখতে ইতিমধ্যে... ","করোনা কালের মধ্যেই রাজ্যে কালাজ্বরের আতঙ্ক ! বাংলার ১১ জেলায় আক্রান্তের সংখ্যা ৬৫। -  Newsbazar24 . Newsbazar24: গোটা বিশ্ব যখন করোনা অতিমারীর মারণ ব্যাধিতে সমৃদ্ব, এর মধ্যেই রাজ্য জুড়ে আবারও আতঙ্ক বাড়াচ্ছে কালাজ্বর। গত কয়েক সপ্তাহে পশ্চিমবঙ্গে ১১টি জেলায় ৬৫ জন এই কালাজ্বরে আক্রান্ত হয়েছেন বলে খবর পাওয়া গেছে।কালাজ্বরের সংক্রমণ রুখতে ইতিমধ্যে... ","0.909","galerts ","galerts ","-1","Fear of Kala-azar in the state! At a time when the entire world is reeling under a pandemic, the state is once again grappling with the fear of Kala-azar. In the last few weeks, 65 cases have been reported from 11 districts of West Bengal. Already to prevent the spread of Kala-azar...","Fear of Kala-azar in the state! At a time when the entire world is reeling under a pandemic, the state is once again grappling with the fear of Kala-azar. In the last few weeks, 65 cases have been reported from 11 districts of West Bengal. Already to prevent the spread of Kala-azar...","https://www.newsbazar24.com/article/%E0%A6%95%E0%A6%B0%E0%A7%8B%E0%A6%A8%E0%A6%BE-%E0%A6%95%E0%A6%BE%E0%A6%B2%E0%A7%87%E0%A6%B0-%E0%A6%AE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%87-%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A7%8D%E0%A6%AF%E0%A7%87-%E0%A6%95%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%9C%E0%A7%8D%E0%A6%AC%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%86%E0%A6%A4%E0%A6%99%E0%A7%8D%E0%A6%95-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A7%A7%E0%A7%A7-%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE%E0%A7%9F-%E0%A6%86%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%82%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A7%AC%E0%A7%AB%E0%A5%A4-d788.html","https://www.newsbazar24.com/article/%E0%A6%95%E0%A6%B0%E0%A7%8B%E0%A6%A8%E0%A6%BE-%E0%A6%95%E0%A6%BE%E0%A6%B2%E0%A7%87%E0%A6%B0-%E0%A6%AE%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A7%87%E0%A6%87-%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A7%8D%E0%A6%AF%E0%A7%87-%E0%A6%95%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%9C%E0%A7%8D%E0%A6%AC%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%86%E0%A6%A4%E0%A6%99%E0%A7%8D%E0%A6%95-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A7%A7%E0%A7%A7-%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE%E0%A7%9F-%E0%A6%86%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%82%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A7%AC%E0%A7%AB%E0%A5%A4-d788.html",0cIYLoQBjuOAFaZ26KnF,"raw_event_data_index","-","-"
"black fever","black fever","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 04:35:03.000",case,case,"-","-",new,new,ta,ta,"West Bengal","West Bengal",v1,v1,65,"மேற்குவங்கத்தை மீண்டும் ஆட்டிப்படைக்கும் கருப்பு - காய்ச்சல்- Dinamani . மேற்குவங்கத்தில் கடந்த இரண்டு வாரங்களில் மட்டும் 11 மாவட்டங்களில் சுமார் 65 பேருக்கு கருப்பு - காய்ச்சல் பாதிப்பு உறுதி செய்யப்பட்டுள்ளதாக சுகாதார துறை மூத்த அதிகாரி தெரிவித்துள்ளார்.  ","மேற்குவங்கத்தை மீண்டும் ஆட்டிப்படைக்கும் கருப்பு - காய்ச்சல்- Dinamani . மேற்குவங்கத்தில் கடந்த இரண்டு வாரங்களில் மட்டும் 11 மாவட்டங்களில் சுமார் 65 பேருக்கு கருப்பு - காய்ச்சல் பாதிப்பு உறுதி செய்யப்பட்டுள்ளதாக சுகாதார துறை மூத்த அதிகாரி தெரிவித்துள்ளார்.  ","0.701","cc_news ","cc_news ","-1","Black Fever in West Bengal - Dynamani A senior official of the Health Department said that in West Bengal in the last two weeks alone, about 65 cases of Black Flu have been confirmed in 11 districts.","Black Fever in West Bengal - Dynamani A senior official of the Health Department said that in West Bengal in the last two weeks alone, about 65 cases of Black Flu have been confirmed in 11 districts.","https://www.dinamani.com/india/2022/jul/16/black-fever-to-hit-west-bengal-again-3881223.html","https://www.dinamani.com/india/2022/jul/16/black-fever-to-hit-west-bengal-again-3881223.html","6sIXLoQBjuOAFaZ2_4g4","raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 04:23:51.000",case,case,"-","-",total,total,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"Several Bengal Districts Report Cases of Black Fever, Says Official - HuntDailyNews.in . Eleven districts of Bengal have reported no less than 65 circumstances of black fever or ‘kala-azar’ within the closing couple of weeks, a senior respectable of the well being division mentioned, bringing up result of a state-administered surveillance. The districts the place most choice of circumstances was once registered come with Darjeeling, Malda, Uttar Dinajpur, […] ","Several Bengal Districts Report Cases of Black Fever, Says Official - HuntDailyNews.in . Eleven districts of Bengal have reported no less than 65 circumstances of black fever or ‘kala-azar’ within the closing couple of weeks, a senior respectable of the well being division mentioned, bringing up result of a state-administered surveillance. The districts the place most choice of circumstances was once registered come with Darjeeling, Malda, Uttar Dinajpur, […] ","0.711","galerts ","galerts ","-1","Several Bengal Districts Report Cases of Black Fever, Says Official - HuntDailyNews.in . Eleven districts of Bengal have reported no less than 65 circumstances of black fever or ‘kala-azar’ within the closing couple of weeks, a senior respectable of the well being division mentioned, bringing up result of a state-administered surveillance. The districts the place most choice of circumstances was once registered come with Darjeeling, Malda, Uttar Dinajpur, […]","Several Bengal Districts Report Cases of Black Fever, Says Official - HuntDailyNews.in . Eleven districts of Bengal have reported no less than 65 circumstances of black fever or ‘kala-azar’ within the closing couple of weeks, a senior respectable of the well being division mentioned, bringing up result of a state-administered surveillance. The districts the place most choice of circumstances was once registered come with Darjeeling, Malda, Uttar Dinajpur, […]","https://huntdailynews.in/several-bengal-districts-report-cases-of-black-fever-says-official/","https://huntdailynews.in/several-bengal-districts-report-cases-of-black-fever-says-official/",BcAJLoQBjuOAFaZ2dHVy,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 04:23:51.000",case,case,"-","-",new,new,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"Several Bengal districts report 65 cases of black fever - Oneindia News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance. ","Several Bengal districts report 65 cases of black fever - Oneindia News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance. ","0.492","galerts ","galerts ","-1","Several Bengal districts report 65 cases of black fever - Oneindia News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.","Several Bengal districts report 65 cases of black fever - Oneindia News . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance.","https://www.oneindia.com/india/several-bengal-districts-report-65-cases-of-black-fever-3434489.html","https://www.oneindia.com/india/several-bengal-districts-report-65-cases-of-black-fever-3434489.html",EMAJLoQBjuOAFaZ2dHW9,"raw_event_data_index","-","-"
"kala - azar","kala - azar","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 04:23:51.000",case,case,"-","-",total,total,en,en,UNKNOWN,UNKNOWN,v1,v1,65,"Several Bengal districts report cases of black fever . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance ","Several Bengal districts report cases of black fever . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance ","0.83","galerts ","galerts ","-1","Several Bengal districts report cases of black fever . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance","Several Bengal districts report cases of black fever . Eleven districts of Bengal have reported at least 65 cases of black fever or 'kala-azar' in the last couple of weeks, a senior official of the health department said, citing results of a state-administered surveillance","https://www.nationalheraldindia.com/national/several-bengal-districts-report-cases-of-black-fever","https://www.nationalheraldindia.com/national/several-bengal-districts-report-cases-of-black-fever",HMAJLoQBjuOAFaZ2dXUO,"raw_event_data_index","-","-"
"काले बुखार","काले बुखार","Jul 17, 2022 @ 00:00:00.000","Jul 17, 2022 @ 04:23:51.000",case,case,"-","-",new,new,hi,hi,"पश्चिम बंगाल","पश्चिम बंगाल",v1,v1,11,"Black fever in 11 districts of Bengal 65 people infected | बंगाल के 11 जिलों में काला बुखार, 65 लोग संक्रमित | Patrika News . पश्चिम बंगाल के 11 जिलों में काले बुखार का प्रकोप देखा गया है। प्रभावित इलाकों में नियंत्रण के लिए राज्य के स्वास्थ्य विभाग ने मेडिकल टीमें भेजी हैं। अब तक इसकी चपेट में आने से किसी की मौत नहीं हुई है। | Kolkata News | undefined News | Patrika News ","Black fever in 11 districts of Bengal 65 people infected | बंगाल के 11 जिलों में काला बुखार, 65 लोग संक्रमित | Patrika News . पश्चिम बंगाल के 11 जिलों में काले बुखार का प्रकोप देखा गया है। प्रभावित इलाकों में नियंत्रण के लिए राज्य के स्वास्थ्य विभाग ने मेडिकल टीमें भेजी हैं। अब तक इसकी चपेट में आने से किसी की मौत नहीं हुई है। | Kolkata News | undefined News | Patrika News ","0.326","galerts ","galerts ","-1","Black fever in 11 districts of Bengal: 65 people affected in 11 districts The state health department has sent medical teams to the affected areas to control the situation. No deaths have been reported so far. | Kolkata News | Unconfirmed News","Black fever in 11 districts of Bengal: 65 people affected in 11 districts The state health department has sent medical teams to the affected areas to control the situation. No deaths have been reported so far. | Kolkata News | Unconfirmed News","https://www.patrika.com/kolkata-news/black-fever-in-11-districts-of-bengal-65-people-infected-7656826/","https://www.patrika.com/kolkata-news/black-fever-in-11-districts-of-bengal-65-people-infected-7656826/",O8ETLoQBjuOAFaZ2Qt6O,"raw_event_data_index","-","-"
